"chart_date","rank","track_id","title","artist","peak_rank"
"2014-10-11",10,2023,"No Mediocre","T.I.",6
"2014-10-11",11,2519,"Shower","Becky G",2
"2014-10-11",12,2665,"Studio","ScHoolboy Q",5
"2014-10-11",13,86,"About The Money","T.I.",9
"2014-10-11",14,284,"Believe Me","Lil Wayne",2
"2014-10-11",15,1317,"I Don't F**k With You","Big Sean",1
"2014-10-11",16,2035,"No Type","Rae Sremmurd",2
"2014-10-04",1,156,"Anaconda","Nicki Minaj",1
"2014-10-04",2,335,"Black Widow","Iggy Azalea",1
"2014-10-04",3,1251,"Hot Boy","Bobby Shmurda",1
"2014-10-04",4,830,"Fancy","Iggy Azalea",1
"2014-10-04",5,1710,"Lifestyle","Rich Gang",3
"2014-10-04",6,866,"Fireball","Pitbull",4
"2014-10-04",7,11,"0 To 100 / The Catch Up","Drake",7
"2014-10-04",8,2011,"No Flex Zone","Rae Sremmurd",8
"2014-10-04",9,2519,"Shower","Becky G",2
"2014-10-04",10,2023,"No Mediocre","T.I.",6
"2014-10-04",11,2665,"Studio","ScHoolboy Q",5
"2014-10-04",12,284,"Believe Me","Lil Wayne",2
"2014-10-04",13,86,"About The Money","T.I.",9
"2014-10-04",16,2197,"Pills N Potions","Nicki Minaj",2
"2014-10-04",18,3279,"Work","Iggy Azalea",7
"2014-09-27",1,156,"Anaconda","Nicki Minaj",1
"2014-09-27",2,335,"Black Widow","Iggy Azalea",1
"2014-09-27",3,830,"Fancy","Iggy Azalea",1
"2014-09-27",4,1251,"Hot Boy","Bobby Shmurda",1
"2014-09-27",5,1710,"Lifestyle","Rich Gang",3
"2014-09-27",6,2519,"Shower","Becky G",2
"2014-09-27",7,11,"0 To 100 / The Catch Up","Drake",7
"2014-09-27",8,2011,"No Flex Zone","Rae Sremmurd",8
"2014-09-27",9,2023,"No Mediocre","T.I.",6
"2014-09-27",10,2665,"Studio","ScHoolboy Q",5
"2014-09-27",11,866,"Fireball","Pitbull",4
"2014-09-27",12,284,"Believe Me","Lil Wayne",2
"2014-09-27",13,86,"About The Money","T.I.",9
"2014-09-27",15,2197,"Pills N Potions","Nicki Minaj",2
"2014-09-27",16,3279,"Work","Iggy Azalea",7
"2014-09-20",1,156,"Anaconda","Nicki Minaj",1
"2014-09-20",2,335,"Black Widow","Iggy Azalea",1
"2014-09-20",3,830,"Fancy","Iggy Azalea",1
"2014-09-20",4,1251,"Hot Boy","Bobby Shmurda",1
"2014-09-20",5,2519,"Shower","Becky G",2
"2014-09-20",6,1710,"Lifestyle","Rich Gang",3
"2014-09-20",7,2023,"No Mediocre","T.I.",6
"2014-09-20",8,11,"0 To 100 / The Catch Up","Drake",7
"2014-09-20",9,2011,"No Flex Zone","Rae Sremmurd",8
"2014-09-20",10,2665,"Studio","ScHoolboy Q",5
"2014-09-20",11,3101,"We Dem Boyz","Wiz Khalifa",4
"2014-09-20",12,866,"Fireball","Pitbull",4
"2014-09-20",13,284,"Believe Me","Lil Wayne",2
"2014-09-20",14,86,"About The Money","T.I.",9
"2014-09-20",15,2197,"Pills N Potions","Nicki Minaj",2
"2014-09-20",17,1142,"Guts Over Fear","Eminem",4
"2014-09-20",18,3279,"Work","Iggy Azalea",7
"2014-09-20",19,1816,"Main Chick","Kid Ink",7
"2014-09-13",1,156,"Anaconda","Nicki Minaj",1
"2014-09-13",2,335,"Black Widow","Iggy Azalea",1
"2014-09-13",3,830,"Fancy","Iggy Azalea",1
"2014-09-13",4,1142,"Guts Over Fear","Eminem",4
"2014-09-13",5,2519,"Shower","Becky G",2
"2014-09-13",6,1251,"Hot Boy","Bobby Shmurda",1
"2014-09-13",7,1710,"Lifestyle","Rich Gang",3
"2014-09-13",8,2023,"No Mediocre","T.I.",6
"2014-09-13",9,11,"0 To 100 / The Catch Up","Drake",7
"2014-09-13",10,2665,"Studio","ScHoolboy Q",5
"2014-09-13",11,2011,"No Flex Zone","Rae Sremmurd",8
"2014-09-13",12,3101,"We Dem Boyz","Wiz Khalifa",4
"2014-09-13",13,284,"Believe Me","Lil Wayne",2
"2014-09-13",14,2197,"Pills N Potions","Nicki Minaj",2
"2014-09-13",15,866,"Fireball","Pitbull",4
"2014-09-13",16,86,"About The Money","T.I.",9
"2014-09-13",18,3279,"Work","Iggy Azalea",7
"2014-09-13",19,1816,"Main Chick","Kid Ink",7
"2014-09-06",1,156,"Anaconda","Nicki Minaj",1
"2014-09-06",2,335,"Black Widow","Iggy Azalea",1
"2014-09-06",3,830,"Fancy","Iggy Azalea",1
"2014-09-06",4,2519,"Shower","Becky G",2
"2014-09-06",5,1710,"Lifestyle","Rich Gang",3
"2014-09-06",6,2023,"No Mediocre","T.I.",6
"2014-09-06",7,1251,"Hot Boy","Bobby Shmurda",1
"2014-09-06",8,2665,"Studio","ScHoolboy Q",5
"2014-09-06",9,3101,"We Dem Boyz","Wiz Khalifa",4
"2014-09-06",10,2197,"Pills N Potions","Nicki Minaj",2
"2014-09-06",11,11,"0 To 100 / The Catch Up","Drake",7
"2014-09-06",12,284,"Believe Me","Lil Wayne",2
"2014-09-06",13,2011,"No Flex Zone","Rae Sremmurd",8
"2014-09-06",14,866,"Fireball","Pitbull",4
"2014-09-06",16,1816,"Main Chick","Kid Ink",7
"2014-09-06",17,3279,"Work","Iggy Azalea",7
"2014-09-06",18,86,"About The Money","T.I.",9
"2014-08-30",1,830,"Fancy","Iggy Azalea",1
"2014-08-30",2,335,"Black Widow","Iggy Azalea",1
"2014-08-30",3,2519,"Shower","Becky G",2
"2014-08-30",4,156,"Anaconda","Nicki Minaj",1
"2014-08-30",5,2665,"Studio","ScHoolboy Q",5
"2014-08-30",6,2023,"No Mediocre","T.I.",6
"2014-08-30",7,1710,"Lifestyle","Rich Gang",3
"2014-08-30",8,284,"Believe Me","Lil Wayne",2
"2014-08-30",9,1251,"Hot Boy","Bobby Shmurda",1
"2014-08-30",10,11,"0 To 100 / The Catch Up","Drake",7
"2014-08-30",11,3101,"We Dem Boyz","Wiz Khalifa",4
"2014-08-30",12,2197,"Pills N Potions","Nicki Minaj",2
"2014-08-30",13,1816,"Main Chick","Kid Ink",7
"2014-08-30",14,2011,"No Flex Zone","Rae Sremmurd",8
"2014-08-30",16,3279,"Work","Iggy Azalea",7
"2014-08-30",18,866,"Fireball","Pitbull",4
"2014-08-30",19,86,"About The Money","T.I.",9
"2014-08-23",1,830,"Fancy","Iggy Azalea",1
"2014-08-23",2,335,"Black Widow","Iggy Azalea",1
"2014-08-23",3,2519,"Shower","Becky G",2
"2014-08-23",4,156,"Anaconda","Nicki Minaj",1
"2014-08-23",5,2665,"Studio","ScHoolboy Q",5
"2014-08-23",6,2023,"No Mediocre","T.I.",6
"2014-08-23",7,284,"Believe Me","Lil Wayne",2
"2014-08-23",8,2197,"Pills N Potions","Nicki Minaj",2
"2014-08-23",9,1710,"Lifestyle","Rich Gang",3
"2014-08-23",10,3101,"We Dem Boyz","Wiz Khalifa",4
"2014-08-23",11,11,"0 To 100 / The Catch Up","Drake",7
"2014-08-23",12,1816,"Main Chick","Kid Ink",7
"2014-08-23",13,1251,"Hot Boy","Bobby Shmurda",1
"2014-08-23",14,605,"Cut Her Off","KCamp",5
"2014-08-23",15,3279,"Work","Iggy Azalea",7
"2014-08-23",18,866,"Fireball","Pitbull",4
"2014-08-23",19,2011,"No Flex Zone","Rae Sremmurd",8
"2014-08-23",20,86,"About The Money","T.I.",9
"2014-08-16",1,830,"Fancy","Iggy Azalea",1
"2014-08-16",2,2519,"Shower","Becky G",2
"2014-08-16",3,335,"Black Widow","Iggy Azalea",1
"2014-08-16",4,284,"Believe Me","Lil Wayne",2
"2014-08-16",5,2665,"Studio","ScHoolboy Q",5
"2014-08-16",6,2197,"Pills N Potions","Nicki Minaj",2
"2014-08-16",7,2023,"No Mediocre","T.I.",6
"2014-08-16",8,3101,"We Dem Boyz","Wiz Khalifa",4
"2014-08-16",9,11,"0 To 100 / The Catch Up","Drake",7
"2014-08-16",10,1710,"Lifestyle","Rich Gang",3
"2014-08-16",11,1816,"Main Chick","Kid Ink",7
"2014-08-16",12,605,"Cut Her Off","KCamp",5
"2014-08-16",13,3279,"Work","Iggy Azalea",7
"2014-08-16",15,1251,"Hot Boy","Bobby Shmurda",1
"2014-08-16",16,2011,"No Flex Zone","Rae Sremmurd",8
"2014-08-16",18,866,"Fireball","Pitbull",4
"2014-08-16",19,86,"About The Money","T.I.",9
"2014-08-09",1,830,"Fancy","Iggy Azalea",1
"2014-08-09",2,2519,"Shower","Becky G",2
"2014-08-09",3,335,"Black Widow","Iggy Azalea",1
"2014-08-09",4,284,"Believe Me","Lil Wayne",2
"2014-08-09",5,2665,"Studio","ScHoolboy Q",5
"2014-08-09",6,2197,"Pills N Potions","Nicki Minaj",2
"2014-08-09",7,2023,"No Mediocre","T.I.",6
"2014-08-09",8,3101,"We Dem Boyz","Wiz Khalifa",4
"2014-08-09",9,1816,"Main Chick","Kid Ink",7
"2014-08-09",10,11,"0 To 100 / The Catch Up","Drake",7
"2014-08-09",12,605,"Cut Her Off","KCamp",5
"2014-08-09",13,1710,"Lifestyle","Rich Gang",3
"2014-08-09",14,3279,"Work","Iggy Azalea",7
"2014-08-09",15,3218,"Who Do You Love?","YG",6
"2014-08-09",16,2983,"Trophies","Young Money",5
"2014-08-09",19,2011,"No Flex Zone","Rae Sremmurd",8
"2014-08-09",20,86,"About The Money","T.I.",9
"2014-08-02",1,830,"Fancy","Iggy Azalea",1
"2014-08-02",2,2519,"Shower","Becky G",2
"2014-08-02",3,284,"Believe Me","Lil Wayne",2
"2014-08-02",4,3101,"We Dem Boyz","Wiz Khalifa",4
"2014-08-02",5,335,"Black Widow","Iggy Azalea",1
"2014-08-02",6,2197,"Pills N Potions","Nicki Minaj",2
"2014-08-02",7,2665,"Studio","ScHoolboy Q",5
"2014-08-02",8,2023,"No Mediocre","T.I.",6
"2014-08-02",9,1816,"Main Chick","Kid Ink",7
"2014-08-02",10,3279,"Work","Iggy Azalea",7
"2014-08-02",11,605,"Cut Her Off","KCamp",5
"2014-08-02",13,3218,"Who Do You Love?","YG",6
"2014-08-02",14,2983,"Trophies","Young Money",5
"2014-08-02",15,1710,"Lifestyle","Rich Gang",3
"2014-08-02",18,1913,"Move That Doh","Future",5
"2014-08-02",19,11,"0 To 100 / The Catch Up","Drake",7
"2014-08-02",20,86,"About The Money","T.I.",9
"2014-07-26",1,830,"Fancy","Iggy Azalea",1
"2014-07-26",2,2519,"Shower","Becky G",2
"2014-07-26",3,284,"Believe Me","Lil Wayne",2
"2014-07-26",4,2197,"Pills N Potions","Nicki Minaj",2
"2014-07-26",5,3101,"We Dem Boyz","Wiz Khalifa",4
"2014-07-26",6,2665,"Studio","ScHoolboy Q",5
"2014-07-26",7,1816,"Main Chick","Kid Ink",7
"2014-07-26",8,335,"Black Widow","Iggy Azalea",1
"2014-07-26",9,2023,"No Mediocre","T.I.",6
"2014-07-26",10,3279,"Work","Iggy Azalea",7
"2014-07-26",11,605,"Cut Her Off","KCamp",5
"2014-07-26",12,3218,"Who Do You Love?","YG",6
"2014-07-26",13,2983,"Trophies","Young Money",5
"2014-07-26",15,1913,"Move That Doh","Future",5
"2014-07-26",18,1710,"Lifestyle","Rich Gang",3
"2014-07-26",19,86,"About The Money","T.I.",9
"2014-07-19",1,830,"Fancy","Iggy Azalea",1
"2014-07-19",2,2519,"Shower","Becky G",2
"2014-07-19",3,2197,"Pills N Potions","Nicki Minaj",2
"2014-07-19",4,284,"Believe Me","Lil Wayne",2
"2014-07-19",5,2941,"Timber","Pitbull",1
"2014-07-19",6,3101,"We Dem Boyz","Wiz Khalifa",4
"2014-07-19",7,2665,"Studio","ScHoolboy Q",5
"2014-07-19",8,605,"Cut Her Off","KCamp",5
"2014-07-19",9,2023,"No Mediocre","T.I.",6
"2014-07-19",10,1816,"Main Chick","Kid Ink",7
"2014-07-19",11,3218,"Who Do You Love?","YG",6
"2014-07-19",12,3279,"Work","Iggy Azalea",7
"2014-07-19",13,2983,"Trophies","Young Money",5
"2014-07-19",14,1913,"Move That Doh","Future",5
"2014-07-19",17,335,"Black Widow","Iggy Azalea",1
"2014-07-19",20,3255,"Wild Wild Love","Pitbull",2
"2014-07-12",1,830,"Fancy","Iggy Azalea",1
"2014-07-12",2,284,"Believe Me","Lil Wayne",2
"2014-07-12",3,2197,"Pills N Potions","Nicki Minaj",2
"2014-07-12",4,2519,"Shower","Becky G",2
"2014-07-12",5,2941,"Timber","Pitbull",1
"2014-07-12",6,3101,"We Dem Boyz","Wiz Khalifa",4
"2014-07-12",7,605,"Cut Her Off","KCamp",5
"2014-07-12",8,2665,"Studio","ScHoolboy Q",5
"2014-07-12",9,1816,"Main Chick","Kid Ink",7
"2014-07-12",10,3218,"Who Do You Love?","YG",6
"2014-07-12",11,2983,"Trophies","Young Money",5
"2014-07-12",12,3279,"Work","Iggy Azalea",7
"2014-07-12",13,2023,"No Mediocre","T.I.",6
"2014-07-12",14,1913,"Move That Doh","Future",5
"2014-07-12",16,3255,"Wild Wild Love","Pitbull",2
"2014-07-05",1,830,"Fancy","Iggy Azalea",1
"2014-07-05",2,284,"Believe Me","Lil Wayne",2
"2014-07-05",3,2941,"Timber","Pitbull",1
"2014-07-05",4,2197,"Pills N Potions","Nicki Minaj",2
"2014-07-05",5,605,"Cut Her Off","KCamp",5
"2014-07-05",6,3101,"We Dem Boyz","Wiz Khalifa",4
"2014-07-05",7,2519,"Shower","Becky G",2
"2014-07-05",8,2023,"No Mediocre","T.I.",6
"2014-07-05",9,3218,"Who Do You Love?","YG",6
"2014-07-05",10,1816,"Main Chick","Kid Ink",7
"2014-07-05",11,1913,"Move That Doh","Future",5
"2014-07-05",12,3279,"Work","Iggy Azalea",7
"2014-07-05",13,2983,"Trophies","Young Money",5
"2014-07-05",14,2665,"Studio","ScHoolboy Q",5
"2014-07-05",15,3255,"Wild Wild Love","Pitbull",2
"2014-07-05",20,1157,"Hangover","PSY",3
"2014-06-28",1,830,"Fancy","Iggy Azalea",1
"2014-06-28",2,2197,"Pills N Potions","Nicki Minaj",2
"2014-06-28",3,1157,"Hangover","PSY",3
"2014-06-28",4,284,"Believe Me","Lil Wayne",2
"2014-06-28",5,2941,"Timber","Pitbull",1
"2014-06-28",6,605,"Cut Her Off","KCamp",5
"2014-06-28",7,1913,"Move That Doh","Future",5
"2014-06-28",8,3279,"Work","Iggy Azalea",7
"2014-06-28",9,3101,"We Dem Boyz","Wiz Khalifa",4
"2014-06-28",10,3218,"Who Do You Love?","YG",6
"2014-06-28",11,2983,"Trophies","Young Money",5
"2014-06-28",12,1816,"Main Chick","Kid Ink",7
"2014-06-28",13,2519,"Shower","Becky G",2
"2014-06-28",14,3255,"Wild Wild Love","Pitbull",2
"2014-06-28",15,2665,"Studio","ScHoolboy Q",5
"2014-06-28",19,2644,"Stoner","Young Thug",4
"2014-06-21",1,830,"Fancy","Iggy Azalea",1
"2014-06-21",2,284,"Believe Me","Lil Wayne",2
"2014-06-21",3,2941,"Timber","Pitbull",1
"2014-06-21",4,2197,"Pills N Potions","Nicki Minaj",2
"2014-06-21",5,1913,"Move That Doh","Future",5
"2014-06-21",6,605,"Cut Her Off","KCamp",5
"2014-06-21",7,3279,"Work","Iggy Azalea",7
"2014-06-21",8,2983,"Trophies","Young Money",5
"2014-06-21",9,3101,"We Dem Boyz","Wiz Khalifa",4
"2014-06-21",10,3255,"Wild Wild Love","Pitbull",2
"2014-06-21",11,3218,"Who Do You Love?","YG",6
"2014-06-21",12,1816,"Main Chick","Kid Ink",7
"2014-06-21",13,2519,"Shower","Becky G",2
"2014-06-21",14,2665,"Studio","ScHoolboy Q",5
"2014-06-21",17,2644,"Stoner","Young Thug",4
"2014-06-21",20,1839,"Man Of The Year","ScHoolboy Q",7
"2014-06-14",1,830,"Fancy","Iggy Azalea",1
"2014-06-14",2,2941,"Timber","Pitbull",1
"2014-06-14",3,284,"Believe Me","Lil Wayne",2
"2014-06-14",4,2511,"Show Me","Kid Ink",2
"2014-06-14",5,2197,"Pills N Potions","Nicki Minaj",2
"2014-06-14",6,3255,"Wild Wild Love","Pitbull",2
"2014-06-14",7,1913,"Move That Doh","Future",5
"2014-06-14",8,3279,"Work","Iggy Azalea",7
"2014-06-14",9,3218,"Who Do You Love?","YG",6
"2014-06-14",10,605,"Cut Her Off","KCamp",5
"2014-06-14",11,2983,"Trophies","Young Money",5
"2014-06-14",12,3101,"We Dem Boyz","Wiz Khalifa",4
"2014-06-14",13,1816,"Main Chick","Kid Ink",7
"2014-06-14",14,2158,"Part II (On The Run)","Jay Z",9
"2014-06-14",16,2665,"Studio","ScHoolboy Q",5
"2014-06-14",18,2519,"Shower","Becky G",2
"2014-06-14",19,2644,"Stoner","Young Thug",4
"2014-06-14",20,1175,"Headlights","Eminem",5
"2014-06-07",1,830,"Fancy","Iggy Azalea",1
"2014-06-07",2,2941,"Timber","Pitbull",1
"2014-06-07",3,3255,"Wild Wild Love","Pitbull",2
"2014-06-07",4,2511,"Show Me","Kid Ink",2
"2014-06-07",5,2197,"Pills N Potions","Nicki Minaj",2
"2014-06-07",6,1913,"Move That Doh","Future",5
"2014-06-07",7,2835,"The Monster","Eminem",1
"2014-06-07",8,3218,"Who Do You Love?","YG",6
"2014-06-07",9,3279,"Work","Iggy Azalea",7
"2014-06-07",10,2983,"Trophies","Young Money",5
"2014-06-07",11,605,"Cut Her Off","KCamp",5
"2014-06-07",12,3101,"We Dem Boyz","Wiz Khalifa",4
"2014-06-07",13,1816,"Main Chick","Kid Ink",7
"2014-06-07",14,2158,"Part II (On The Run)","Jay Z",9
"2014-06-07",15,2644,"Stoner","Young Thug",4
"2014-06-07",16,1175,"Headlights","Eminem",5
"2014-06-07",20,2665,"Studio","ScHoolboy Q",5
"2014-05-31",1,830,"Fancy","Iggy Azalea",1
"2014-05-31",2,3255,"Wild Wild Love","Pitbull",2
"2014-05-31",3,2941,"Timber","Pitbull",1
"2014-05-31",4,2511,"Show Me","Kid Ink",2
"2014-05-31",5,1175,"Headlights","Eminem",5
"2014-05-31",6,2835,"The Monster","Eminem",1
"2014-05-31",7,1913,"Move That Doh","Future",5
"2014-05-31",8,2983,"Trophies","Young Money",5
"2014-05-31",9,3218,"Who Do You Love?","YG",6
"2014-05-31",10,605,"Cut Her Off","KCamp",5
"2014-05-31",11,2644,"Stoner","Young Thug",4
"2014-05-31",12,3279,"Work","Iggy Azalea",7
"2014-05-31",13,3101,"We Dem Boyz","Wiz Khalifa",4
"2014-05-31",14,2158,"Part II (On The Run)","Jay Z",9
"2014-05-31",15,1816,"Main Chick","Kid Ink",7
"2014-05-31",17,1839,"Man Of The Year","ScHoolboy Q",7
"2014-05-24",1,830,"Fancy","Iggy Azalea",1
"2014-05-24",2,2941,"Timber","Pitbull",1
"2014-05-24",3,3255,"Wild Wild Love","Pitbull",2
"2014-05-24",4,2511,"Show Me","Kid Ink",2
"2014-05-24",5,2835,"The Monster","Eminem",1
"2014-05-24",6,1913,"Move That Doh","Future",5
"2014-05-24",7,2983,"Trophies","Young Money",5
"2014-05-24",8,3218,"Who Do You Love?","YG",6
"2014-05-24",9,2644,"Stoner","Young Thug",4
"2014-05-24",10,605,"Cut Her Off","KCamp",5
"2014-05-24",11,3101,"We Dem Boyz","Wiz Khalifa",4
"2014-05-24",12,3279,"Work","Iggy Azalea",7
"2014-05-24",13,2158,"Part II (On The Run)","Jay Z",9
"2014-05-24",14,1839,"Man Of The Year","ScHoolboy Q",7
"2014-05-24",15,1816,"Main Chick","Kid Ink",7
"2014-05-17",1,830,"Fancy","Iggy Azalea",1
"2014-05-17",2,2941,"Timber","Pitbull",1
"2014-05-17",3,3255,"Wild Wild Love","Pitbull",2
"2014-05-17",4,2511,"Show Me","Kid Ink",2
"2014-05-17",5,2835,"The Monster","Eminem",1
"2014-05-17",6,1913,"Move That Doh","Future",5
"2014-05-17",7,2983,"Trophies","Young Money",5
"2014-05-17",8,3218,"Who Do You Love?","YG",6
"2014-05-17",9,2644,"Stoner","Young Thug",4
"2014-05-17",10,2158,"Part II (On The Run)","Jay Z",9
"2014-05-17",11,1839,"Man Of The Year","ScHoolboy Q",7
"2014-05-17",12,605,"Cut Her Off","KCamp",5
"2014-05-17",14,3279,"Work","Iggy Azalea",7
"2014-05-17",15,3101,"We Dem Boyz","Wiz Khalifa",4
"2014-05-17",16,1561,"John Doe","B.o.B",10
"2014-05-17",18,1816,"Main Chick","Kid Ink",7
"2014-05-17",19,1175,"Headlights","Eminem",5
"2014-05-10",1,830,"Fancy","Iggy Azalea",1
"2014-05-10",2,2941,"Timber","Pitbull",1
"2014-05-10",3,2511,"Show Me","Kid Ink",2
"2014-05-10",4,3255,"Wild Wild Love","Pitbull",2
"2014-05-10",5,2835,"The Monster","Eminem",1
"2014-05-10",6,2983,"Trophies","Young Money",5
"2014-05-10",7,1913,"Move That Doh","Future",5
"2014-05-10",8,2644,"Stoner","Young Thug",4
"2014-05-10",9,3218,"Who Do You Love?","YG",6
"2014-05-10",10,1839,"Man Of The Year","ScHoolboy Q",7
"2014-05-10",11,1561,"John Doe","B.o.B",10
"2014-05-10",12,2158,"Part II (On The Run)","Jay Z",9
"2014-05-10",13,605,"Cut Her Off","KCamp",5
"2014-05-10",14,1175,"Headlights","Eminem",5
"2014-05-10",15,3101,"We Dem Boyz","Wiz Khalifa",4
"2014-05-10",18,1816,"Main Chick","Kid Ink",7
"2014-05-03",1,830,"Fancy","Iggy Azalea",1
"2014-05-03",2,2941,"Timber","Pitbull",1
"2014-05-03",3,2511,"Show Me","Kid Ink",2
"2014-05-03",4,2835,"The Monster","Eminem",1
"2014-05-03",5,3255,"Wild Wild Love","Pitbull",2
"2014-05-03",6,2983,"Trophies","Young Money",5
"2014-05-03",7,1913,"Move That Doh","Future",5
"2014-05-03",8,2644,"Stoner","Young Thug",4
"2014-05-03",9,3218,"Who Do You Love?","YG",6
"2014-05-03",10,1561,"John Doe","B.o.B",10
"2014-05-03",11,1839,"Man Of The Year","ScHoolboy Q",7
"2014-05-03",12,1175,"Headlights","Eminem",5
"2014-05-03",13,2158,"Part II (On The Run)","Jay Z",9
"2014-05-03",14,605,"Cut Her Off","KCamp",5
"2014-05-03",15,3101,"We Dem Boyz","Wiz Khalifa",4
"2014-05-03",19,1816,"Main Chick","Kid Ink",7
"2014-04-26",1,2941,"Timber","Pitbull",1
"2014-04-26",2,2511,"Show Me","Kid Ink",2
"2014-04-26",3,2835,"The Monster","Eminem",1
"2014-04-26",4,830,"Fancy","Iggy Azalea",1
"2014-04-26",5,2983,"Trophies","Young Money",5
"2014-04-26",6,3255,"Wild Wild Love","Pitbull",2
"2014-04-26",7,1913,"Move That Doh","Future",5
"2014-04-26",8,2644,"Stoner","Young Thug",4
"2014-04-26",9,3218,"Who Do You Love?","YG",6
"2014-04-26",10,1839,"Man Of The Year","ScHoolboy Q",7
"2014-04-26",11,1561,"John Doe","B.o.B",10
"2014-04-26",12,1175,"Headlights","Eminem",5
"2014-04-26",13,2306,"Rap God","Eminem",1
"2014-04-26",14,2158,"Part II (On The Run)","Jay Z",9
"2014-04-26",15,605,"Cut Her Off","KCamp",5
"2014-04-19",1,2941,"Timber","Pitbull",1
"2014-04-19",2,2511,"Show Me","Kid Ink",2
"2014-04-19",3,2835,"The Monster","Eminem",1
"2014-04-19",4,2644,"Stoner","Young Thug",4
"2014-04-19",5,2983,"Trophies","Young Money",5
"2014-04-19",6,830,"Fancy","Iggy Azalea",1
"2014-04-19",7,3255,"Wild Wild Love","Pitbull",2
"2014-04-19",8,3218,"Who Do You Love?","YG",6
"2014-04-19",9,1913,"Move That Doh","Future",5
"2014-04-19",10,1839,"Man Of The Year","ScHoolboy Q",7
"2014-04-19",11,1175,"Headlights","Eminem",5
"2014-04-19",12,1561,"John Doe","B.o.B",10
"2014-04-19",13,2306,"Rap God","Eminem",1
"2014-04-19",14,2158,"Part II (On The Run)","Jay Z",9
"2014-04-19",16,605,"Cut Her Off","KCamp",5
"2014-04-12",1,2941,"Timber","Pitbull",1
"2014-04-12",2,2511,"Show Me","Kid Ink",2
"2014-04-12",3,2835,"The Monster","Eminem",1
"2014-04-12",4,1948,"My Hitta","YG",3
"2014-04-12",5,2644,"Stoner","Young Thug",4
"2014-04-12",6,3218,"Who Do You Love?","YG",6
"2014-04-12",7,2983,"Trophies","Young Money",5
"2014-04-12",8,1839,"Man Of The Year","ScHoolboy Q",7
"2014-04-12",9,2306,"Rap God","Eminem",1
"2014-04-12",10,830,"Fancy","Iggy Azalea",1
"2014-04-12",11,1175,"Headlights","Eminem",5
"2014-04-12",12,1913,"Move That Doh","Future",5
"2014-04-12",13,2158,"Part II (On The Run)","Jay Z",9
"2014-04-12",14,3255,"Wild Wild Love","Pitbull",2
"2014-04-12",15,1561,"John Doe","B.o.B",10
"2014-04-12",18,605,"Cut Her Off","KCamp",5
"2014-04-05",1,2941,"Timber","Pitbull",1
"2014-04-05",2,2511,"Show Me","Kid Ink",2
"2014-04-05",3,2835,"The Monster","Eminem",1
"2014-04-05",4,1948,"My Hitta","YG",3
"2014-04-05",5,2644,"Stoner","Young Thug",4
"2014-04-05",6,3218,"Who Do You Love?","YG",6
"2014-04-05",7,2983,"Trophies","Young Money",5
"2014-04-05",8,1839,"Man Of The Year","ScHoolboy Q",7
"2014-04-05",9,2306,"Rap God","Eminem",1
"2014-04-05",10,1175,"Headlights","Eminem",5
"2014-04-05",11,2158,"Part II (On The Run)","Jay Z",9
"2014-04-05",12,830,"Fancy","Iggy Azalea",1
"2014-04-05",13,135,"All Me","Drake",4
"2014-04-05",14,3255,"Wild Wild Love","Pitbull",2
"2014-04-05",15,1913,"Move That Doh","Future",5
"2014-04-05",16,1561,"John Doe","B.o.B",10
"2014-03-29",1,2941,"Timber","Pitbull",1
"2014-03-29",2,2511,"Show Me","Kid Ink",2
"2014-03-29",3,2835,"The Monster","Eminem",1
"2014-03-29",4,1948,"My Hitta","YG",3
"2014-03-29",5,2644,"Stoner","Young Thug",4
"2014-03-29",6,2983,"Trophies","Young Money",5
"2014-03-29",7,1839,"Man Of The Year","ScHoolboy Q",7
"2014-03-29",8,2306,"Rap God","Eminem",1
"2014-03-29",9,2158,"Part II (On The Run)","Jay Z",9
"2014-03-29",10,3218,"Who Do You Love?","YG",6
"2014-03-29",11,135,"All Me","Drake",4
"2014-03-29",12,1175,"Headlights","Eminem",5
"2014-03-29",13,3255,"Wild Wild Love","Pitbull",2
"2014-03-29",14,830,"Fancy","Iggy Azalea",1
"2014-03-29",15,1913,"Move That Doh","Future",5
"2014-03-29",20,1561,"John Doe","B.o.B",10
"2014-03-22",1,2941,"Timber","Pitbull",1
"2014-03-22",2,2511,"Show Me","Kid Ink",2
"2014-03-22",3,2835,"The Monster","Eminem",1
"2014-03-22",4,1948,"My Hitta","YG",3
"2014-03-22",5,2644,"Stoner","Young Thug",4
"2014-03-22",6,35,23,"Mike WiLL Made-It",2
"2014-03-22",7,1839,"Man Of The Year","ScHoolboy Q",7
"2014-03-22",8,2306,"Rap God","Eminem",1
"2014-03-22",9,135,"All Me","Drake",4
"2014-03-22",10,2983,"Trophies","Young Money",5
"2014-03-22",12,2158,"Part II (On The Run)","Jay Z",9
"2014-03-22",13,3255,"Wild Wild Love","Pitbull",2
"2014-03-22",14,2822,"The Language","Drake",9
"2014-03-22",16,830,"Fancy","Iggy Azalea",1
"2014-03-22",17,1175,"Headlights","Eminem",5
"2014-03-22",18,3218,"Who Do You Love?","YG",6
"2014-03-22",20,1913,"Move That Doh","Future",5
"2014-03-15",1,2941,"Timber","Pitbull",1
"2014-03-15",2,2511,"Show Me","Kid Ink",2
"2014-03-15",3,2835,"The Monster","Eminem",1
"2014-03-15",4,1948,"My Hitta","YG",3
